SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
A1O5|A1O5_00073T0	A1O5|A1O5_04862T0	0.794302	4.950955	0.160434	2617.968042	736.031958	1.143923	5.119426	5601
A1O5|A1O5_00079T0	A1O5|A1O5_11081T0	0.518590	3.012652	0.172137	671.442461	234.557539	1.614546	3.492860	984
A1O5|A1O5_00088T0	A1O5|A1O5_07473T0	0.418008	3.905393	0.107033	675.419709	182.580291	1.423246	3.480344	981
A1O5|A1O5_00089T0	A1O5|A1O5_08909T0	0.347375	3.158621	0.109977	622.351396	208.648604	1.806502	3.159678	849
A1O5|A1O5_00090T0	A1O5|A1O5_10655T0	0.815849	2.398282	0.340180	946.933404	298.066596	1.168328	3.584102	1866
A1O5|A1O5_00091T0	A1O5|A1O5_08500T0	0.317891	1.737298	0.182980	306.592595	113.407405	1.710319	2.103467	570
A1O5|A1O5_00095T0	A1O5|A1O5_06503T0	0.386793	2.517409	0.153647	982.809163	340.190837	1.663111	2.803953	1404
A1O5|A1O5_00100T0	A1O5|A1O5_10754T0	0.266720	2.342157	0.113878	710.476452	279.523548	3.038968	2.558139	2739
A1O5|A1O5_00102T0	A1O5|A1O5_01625T0	0.677787	4.224094	0.160457	1028.744891	279.255109	0.991069	4.304748	1989
A1O5|A1O5_00108T0	A1O5|A1O5_09583T0	0.854651	2.454138	0.348249	737.891590	243.108410	1.329790	3.753093	1041
A1O5|A1O5_00110T0	A1O5|A1O5_00259T0	0.392349	4.127353	0.095061	888.539027	245.460973	1.197557	3.602439	1170
A1O5|A1O5_00114T0	A1O5|A1O5_07465T0	0.795797	2.873155	0.276977	859.451236	286.548764	0.865809	3.945674	2091
A1O5|A1O5_00115T0	A1O5|A1O5_12068T0	0.470884	3.219895	0.146242	911.728526	288.271474	1.583409	3.393806	2214
A1O5|A1O5_00119T0	A1O5|A1O5_10687T0	0.639061	4.028116	0.158650	768.960626	215.039374	1.412722	4.139074	1719
A1O5|A1O5_00123T0	A1O5|A1O5_04664T0	0.770265	5.050516	0.152512	2885.479315	840.520685	1.150934	5.207445	4962
A1O5|A1O5_00124T0	A1O5|A1O5_08285T0	0.617786	2.835843	0.217849	1032.964956	392.035044	1.095290	3.684002	1614
A1O5|A1O5_00125T0	A1O5|A1O5_13287T0	0.770565	2.183636	0.352882	759.456742	275.543258	1.411908	3.440281	1248
A1O5|A1O5_00126T0	A1O5|A1O5_07127T0	0.580055	2.448903	0.236863	581.134622	213.865378	1.252160	3.248399	876
A1O5|A1O5_00127T0	A1O5|A1O5_12711T0	0.335074	2.044424	0.163897	712.939885	235.060115	1.878642	2.276742	951
A1O5|A1O5_00128T0	A1O5|A1O5_12710T0	0.502281	4.314774	0.116410	959.855304	315.144696	1.068720	4.333872	1470
A1O5|A1O5_00130T0	A1O5|A1O5_07904T0	0.641462	4.580238	0.140050	1516.017406	448.982594	1.148530	4.624296	2421
A1O5|A1O5_00134T0	A1O5|A1O5_00485T0	0.614913	4.467235	0.137650	1107.816300	386.183700	1.280846	4.832097	1716
A1O5|A1O5_00138T0	A1O5|A1O5_00264T0	0.408147	4.490847	0.090884	1332.464862	398.535138	1.506271	4.044370	1788
A1O5|A1O5_00142T0	A1O5|A1O5_09197T0	0.886801	2.746293	0.322908	1012.993478	316.006522	1.462658	3.986840	1671
A1O5|A1O5_00143T0	A1O5|A1O5_11441T0	0.625421	3.565497	0.175409	441.952944	116.047056	1.078288	3.710603	660
A1O5|A1O5_00144T0	A1O5|A1O5_01058T0	0.565328	4.306615	0.131270	1221.265219	311.734781	0.971802	3.978351	1587
A1O5|A1O5_00145T0	A1O5|A1O5_03537T0	0.943445	4.439052	0.212533	1191.058625	371.941375	1.097385	5.325845	1788
A1O5|A1O5_00146T0	A1O5|A1O5_04616T0	0.514453	3.983360	0.129150	691.417726	202.582274	1.274277	3.901543	1176
A1O5|A1O5_00147T0	A1O5|A1O5_01277T0	0.387548	4.168716	0.092966	781.621742	259.378258	1.785714	3.989020	1410
A1O5|A1O5_00152T0	A1O5|A1O5_07922T0	0.623698	4.060642	0.153596	780.429677	224.570323	1.097289	4.175081	1107
A1O5|A1O5_00155T0	A1O5|A1O5_01978T0	0.749453	2.086470	0.359196	523.482442	196.517558	1.955020	3.343138	1425
A1O5|A1O5_00156T0	A1O5|A1O5_00923T0	0.770012	4.277545	0.180013	936.116839	299.883161	1.137755	4.863071	1992
A1O5|A1O5_00163T0	A1O5|A1O5_03507T0	0.309002	4.195855	0.073645	1126.064148	268.935852	1.055502	3.174993	1500
A1O5|A1O5_00165T0	A1O5|A1O5_11241T0	0.716196	2.440197	0.293499	1447.814643	436.185357	1.390027	3.346015	2220
A1O5|A1O5_00171T0	A1O5|A1O5_11074T0	0.854591	4.773123	0.179042	1933.340735	580.659265	1.381413	5.278967	3045
A1O5|A1O5_00173T0	A1O5|A1O5_03768T0	0.443099	2.817621	0.157260	652.959464	211.040536	0.838930	3.069299	918
A1O5|A1O5_00175T0	A1O5|A1O5_08234T0	0.704779	4.410374	0.159800	1094.012487	357.987513	1.252309	4.855156	1626
A1O5|A1O5_00176T0	A1O5|A1O5_01591T0	0.260397	4.376539	0.059498	1334.803213	342.196787	1.390318	3.300923	1758
A1O5|A1O5_00178T0	A1O5|A1O5_07789T0	0.731079	4.267244	0.171323	811.207277	295.792723	1.457305	5.027850	1353
A1O5|A1O5_00179T0	A1O5|A1O5_13001T0	0.844588	2.031865	0.415671	1147.297954	457.702046	1.726384	3.549500	1794
A1O5|A1O5_00184T0	A1O5|A1O5_06829T0	0.776402	2.338468	0.332013	755.664701	291.335299	1.505189	3.633174	1155
A1O5|A1O5_00190T0	A1O5|A1O5_06889T0	0.361683	3.380857	0.106980	290.277118	90.722882	1.474531	3.241806	534
A1O5|A1O5_00191T0	A1O5|A1O5_07861T0	0.618314	4.643923	0.133145	1698.227611	488.772389	1.269367	4.553990	3024
A1O5|A1O5_00192T0	A1O5|A1O5_12423T0	0.880798	4.379232	0.201131	1195.572321	343.427679	1.221878	4.984419	2037
A1O5|A1O5_00194T0	A1O5|A1O5_04394T0	0.811465	3.941181	0.205894	777.496130	191.503870	1.232561	4.289976	1278
A1O5|A1O5_00195T0	A1O5|A1O5_06140T0	0.548950	4.258249	0.128914	916.733623	292.266377	1.611574	4.336932	1662
A1O5|A1O5_00197T0	A1O5|A1O5_06423T0	0.442539	3.208188	0.137941	347.933847	72.066153	1.449618	2.751259	477
A1O5|A1O5_00198T0	A1O5|A1O5_06425T0	0.574031	4.023449	0.142671	758.294628	213.705372	1.350284	3.997276	1002
A1O5|A1O5_00199T0	A1O5|A1O5_11379T0	0.587656	4.420673	0.132934	1239.062627	362.937373	1.083154	4.368110	1698
A1O5|A1O5_00201T0	A1O5|A1O5_07039T0	0.745646	4.619094	0.161427	1480.143177	472.856823	0.949013	5.050434	2301
A1O5|A1O5_00206T0	A1O5|A1O5_04029T0	0.519188	4.435865	0.117043	1279.635789	370.364211	1.141434	4.195014	1809
A1O5|A1O5_00209T0	A1O5|A1O5_08293T0	0.500973	2.574538	0.194587	628.157696	211.842304	1.634092	3.071735	2352
A1O5|A1O5_00212T0	A1O5|A1O5_09952T0	0.713100	1.994222	0.357583	924.840909	329.159091	1.738264	3.148136	1665
A1O5|A1O5_00216T0	A1O5|A1O5_08320T0	0.853927	2.640391	0.323409	1003.367157	340.632843	1.562702	3.920103	1470
A1O5|A1O5_00218T0	A1O5|A1O5_10290T0	0.891495	2.469275	0.361035	1048.880527	406.119473	1.965464	3.995653	2274
A1O5|A1O5_00219T0	A1O5|A1O5_07593T0	0.250546	1.808218	0.138560	438.941212	143.058788	1.653568	1.900292	1128
A1O5|A1O5_00220T0	A1O5|A1O5_09778T0	0.840832	4.831750	0.174022	2048.129867	627.870133	1.407083	5.331664	2907
A1O5|A1O5_00223T0	A1O5|A1O5_03825T0	0.387495	4.577947	0.084644	1583.386951	447.613049	0.956387	3.933091	2373
A1O5|A1O5_00224T0	A1O5|A1O5_02542T0	0.720647	4.028793	0.178874	699.766400	215.233600	1.374100	4.496446	990
A1O5|A1O5_00227T0	A1O5|A1O5_10153T0	0.613555	2.282416	0.268818	726.664832	284.335168	1.719404	3.248725	1083
A1O5|A1O5_00229T0	A1O5|A1O5_12335T0	0.248117	4.461805	0.055609	1227.602226	383.397774	1.710826	3.752766	1638
A1O5|A1O5_00230T0	A1O5|A1O5_11129T0	0.440799	4.550416	0.096870	1224.519907	431.480093	1.639869	4.534749	1968
A1O5|A1O5_00233T0	A1O5|A1O5_08440T0	0.548550	4.426838	0.123915	1185.066950	365.933050	1.365835	4.390705	1941
A1O5|A1O5_00235T0	A1O5|A1O5_00687T0	0.531232	3.622023	0.146667	525.868711	125.131289	1.324934	3.375976	690
A1O5|A1O5_00237T0	A1O5|A1O5_01927T0	0.453249	2.351263	0.192768	815.606483	213.393517	1.036665	2.540574	1110
A1O5|A1O5_00240T0	A1O5|A1O5_02689T0	0.169889	4.391359	0.038687	1315.974472	349.025528	1.215611	3.164442	1842
A1O5|A1O5_00243T0	A1O5|A1O5_03752T0	1.088565	2.043834	0.532609	2286.228474	740.771526	1.312873	3.967020	3528
A1O5|A1O5_00245T0	A1O5|A1O5_03248T0	0.818445	4.377232	0.186978	1091.487112	342.512888	1.336069	5.005398	1665
A1O5|A1O5_00246T0	A1O5|A1O5_10286T0	0.530192	4.336260	0.122269	1313.696543	324.303457	1.257960	3.851238	1704
A1O5|A1O5_00249T0	A1O5|A1O5_07753T0	0.910712	4.876934	0.186739	2156.141384	666.858616	1.310482	5.542879	4710
A1O5|A1O5_00250T0	A1O5|A1O5_06548T0	0.720963	2.798997	0.257579	883.794349	310.205651	1.759599	3.782533	1245
A1O5|A1O5_00251T0	A1O5|A1O5_13426T0	0.490157	1.253633	0.390989	1508.551846	531.448154	1.858347	2.067158	3522
A1O5|A1O5_00252T0	A1O5|A1O5_02532T0	0.457731	4.136493	0.110657	819.529404	248.470596	1.242510	3.940789	1716
A1O5|A1O5_00255T0	A1O5|A1O5_09748T0	0.412860	4.509765	0.091548	1355.284364	408.715636	0.892096	4.086316	1884
A1O5|A1O5_00256T0	A1O5|A1O5_11936T0	0.555345	2.063615	0.269113	1236.129882	434.870118	1.487648	2.843596	1767
A1O5|A1O5_00257T0	A1O5|A1O5_05182T0	0.873713	2.183180	0.400202	1461.505880	521.494120	1.814794	3.654241	2574
A1O5|A1O5_00258T0	A1O5|A1O5_02749T0	0.507380	3.980647	0.127462	1030.617302	346.382698	1.355353	4.143230	1674
A1O5|A1O5_00260T0	A1O5|A1O5_07346T0	0.153595	4.350809	0.035303	1202.344088	330.655912	1.128719	3.176702	1548
A1O5|A1O5_00261T0	A1O5|A1O5_09777T0	0.618615	1.990679	0.310756	987.975123	362.024877	1.800396	2.959670	1410
A1O5|A1O5_00262T0	A1O5|A1O5_10104T0	0.896209	3.457719	0.259191	1239.509745	395.490255	1.262803	4.547437	6798
A1O5|A1O5_00263T0	A1O5|A1O5_10135T0	0.820503	4.705617	0.174367	1133.243004	342.756996	1.279099	5.168115	1728
A1O5|A1O5_00270T0	A1O5|A1O5_08082T0	0.903031	2.456287	0.367641	757.759373	250.240627	1.524087	3.865902	1191
A1O5|A1O5_00278T0	A1O5|A1O5_11328T0	0.642231	4.665103	0.137667	1444.227881	502.772119	1.257338	5.043161	2730
A1O5|A1O5_00279T0	A1O5|A1O5_12861T0	0.802886	4.025707	0.199440	706.650074	214.349926	0.901915	4.658859	984
A1O5|A1O5_00280T0	A1O5|A1O5_13161T0	0.418891	4.018993	0.104228	708.560352	212.439648	1.248083	3.747893	1131
A1O5|A1O5_00281T0	A1O5|A1O5_12424T0	0.628551	4.107635	0.153020	801.908523	239.091477	1.350166	4.282827	2118
A1O5|A1O5_00282T0	A1O5|A1O5_12598T0	0.583362	2.144218	0.272063	1101.307876	368.692124	1.878420	2.924526	1536
A1O5|A1O5_00285T0	A1O5|A1O5_06362T0	0.927425	1.926064	0.481513	607.950858	202.049142	2.069454	3.529586	891
A1O5|A1O5_00286T0	A1O5|A1O5_01870T0	0.674421	3.834194	0.175896	565.954934	166.045066	1.300381	4.173529	756
A1O5|A1O5_00287T0	A1O5|A1O5_06738T0	0.690111	4.410637	0.156465	1204.886821	358.113179	1.019873	4.627664	1824
A1O5|A1O5_00295T0	A1O5|A1O5_07758T0	0.786017	2.267464	0.346650	2230.751700	697.248300	1.631043	3.416387	3648
A1O5|A1O5_00296T0	A1O5|A1O5_07759T0	0.919703	1.771123	0.519277	653.586656	222.413344	1.926089	3.407627	942
A1O5|A1O5_00297T0	A1O5|A1O5_07760T0	0.985628	1.862264	0.529263	2802.248016	1025.751984	1.988737	3.661595	4557
A1O5|A1O5_00299T0	A1O5|A1O5_10512T0	0.735176	2.739290	0.268382	1775.484849	555.515151	1.405038	3.638368	2862
A1O5|A1O5_00300T0	A1O5|A1O5_12935T0	0.690546	4.257971	0.162177	952.842151	292.157849	1.312204	4.583088	1821
A1O5|A1O5_00307T0	A1O5|A1O5_12003T0	0.767085	4.049718	0.189417	669.676936	221.323064	1.289489	4.747459	1074
A1O5|A1O5_00308T0	A1O5|A1O5_04635T0	0.555249	4.633734	0.119828	1680.822706	482.177294	1.254745	4.393282	3069
A1O5|A1O5_00311T0	A1O5|A1O5_01207T0	0.879821	4.292183	0.204982	972.206328	305.793672	1.093663	5.088944	6558
A1O5|A1O5_00312T0	A1O5|A1O5_02013T0	0.449479	4.046202	0.111087	943.711991	220.288009	0.982986	3.390487	1314
A1O5|A1O5_00314T0	A1O5|A1O5_02922T0	0.946873	1.908870	0.496038	1101.193358	389.806642	1.311574	3.595132	1890
A1O5|A1O5_00316T0	A1O5|A1O5_02499T0	0.984711	1.570568	0.626978	1242.465679	407.534321	3.655729	3.388236	2928
A1O5|A1O5_00318T0	A1O5|A1O5_04205T0	0.332840	2.716460	0.122527	404.698287	144.301713	1.510669	2.878086	702
A1O5|A1O5_00330T0	A1O5|A1O5_03539T0	0.339167	4.255505	0.079701	1025.801022	291.198978	0.985184	3.615300	1335
A1O5|A1O5_00331T0	A1O5|A1O5_07439T0	0.596302	4.334642	0.137567	1008.395161	323.604839	1.630715	4.513557	1938
A1O5|A1O5_00332T0	A1O5|A1O5_09616T0	0.506931	4.490936	0.112879	1158.417607	398.582393	1.568368	4.580436	1713
A1O5|A1O5_00341T0	A1O5|A1O5_02895T0	0.761776	4.160273	0.183107	793.525254	256.474746	1.125586	4.775695	1227
A1O5|A1O5_00343T0	A1O5|A1O5_09789T0	0.516707	4.390547	0.117686	1118.352183	348.647817	1.245045	4.312097	1491
A1O5|A1O5_00344T0	A1O5|A1O5_05944T0	0.670296	4.400329	0.152329	1191.774931	353.225069	1.724853	4.569220	1608
A1O5|A1O5_00345T0	A1O5|A1O5_05957T0	0.612884	4.207135	0.145677	938.988662	273.011338	1.379039	4.267541	1602
A1O5|A1O5_00346T0	A1O5|A1O5_06182T0	0.575677	4.570604	0.125952	1332.747725	443.252275	1.252824	4.718181	2190
A1O5|A1O5_00347T0	A1O5|A1O5_04285T0	0.539700	4.296952	0.125601	865.255681	307.744319	1.500597	4.576319	1341
A1O5|A1O5_00348T0	A1O5|A1O5_05940T0	0.632172	1.945671	0.324912	790.584895	316.415105	1.494033	3.022832	1164
A1O5|A1O5_00352T0	A1O5|A1O5_09178T0	0.275491	4.454745	0.061842	1321.193998	379.806002	1.376064	3.625954	1713
A1O5|A1O5_00354T0	A1O5|A1O5_03202T0	0.920557	4.069213	0.226225	810.848598	227.151402	1.098144	4.828785	3240
A1O5|A1O5_00360T0	A1O5|A1O5_02184T0	0.498428	3.980169	0.125228	707.277676	201.722324	1.464997	3.813255	1212
A1O5|A1O5_00362T0	A1O5|A1O5_00523T0	0.845400	4.965095	0.170269	2378.960193	750.039807	1.329289	5.498747	3858
A1O5|A1O5_00367T0	A1O5|A1O5_10642T0	0.752519	3.082683	0.244112	3245.084748	1098.915252	1.415798	4.025963	5406
A1O5|A1O5_00371T0	A1O5|A1O5_03424T0	0.544569	3.862122	0.141003	733.655481	172.344519	0.845848	3.526959	1062
A1O5|A1O5_00373T0	A1O5|A1O5_09572T0	0.922770	2.512080	0.367333	1432.179907	472.820093	1.565429	3.951708	2601
A1O5|A1O5_00374T0	A1O5|A1O5_09573T0	0.652736	4.742557	0.137634	1959.529820	557.470180	1.017472	4.675672	2769
A1O5|A1O5_00377T0	A1O5|A1O5_06692T0	0.490558	4.167169	0.117720	1049.156077	258.843923	1.151533	3.654399	1452
A1O5|A1O5_00381T0	A1O5|A1O5_03579T0	1.061342	4.798634	0.221176	1865.249729	600.750271	1.384421	5.915387	2928
A1O5|A1O5_00382T0	A1O5|A1O5_04917T0	0.673278	2.289748	0.294040	829.631174	271.368826	1.361926	3.215093	1242
A1O5|A1O5_00385T0	A1O5|A1O5_08978T0	0.430435	4.331122	0.099382	973.910469	322.089531	1.251496	4.199571	1353
A1O5|A1O5_00386T0	A1O5|A1O5_02680T0	0.568218	2.306430	0.246362	897.471288	278.528712	1.361226	2.939710	1320
A1O5|A1O5_00388T0	A1O5|A1O5_07848T0	0.676061	3.089998	0.218790	967.341396	334.658604	1.447925	3.889576	1401
A1O5|A1O5_00392T0	A1O5|A1O5_05545T0	0.512399	2.226383	0.230148	580.268335	193.731665	1.342189	2.824223	816
A1O5|A1O5_00395T0	A1O5|A1O5_01463T0	0.487108	1.632479	0.298385	1255.137390	379.862610	1.898783	2.259642	1776
A1O5|A1O5_00399T0	A1O5|A1O5_12390T0	0.827855	2.432802	0.340289	607.976664	217.023336	1.927633	3.750151	903
A1O5|A1O5_00401T0	A1O5|A1O5_06352T0	0.819272	4.374571	0.187281	1053.700129	341.299871	1.245827	5.067328	1542
A1O5|A1O5_00404T0	A1O5|A1O5_01153T0	0.876934	1.686128	0.520087	890.123459	321.876541	2.158242	3.275505	1401
A1O5|A1O5_00408T0	A1O5|A1O5_00974T0	0.166909	1.603815	0.104070	534.089350	218.910650	2.110434	1.753930	753
A1O5|A1O5_00409T0	A1O5|A1O5_02563T0	0.259873	4.359789	0.059607	1069.361022	334.638978	1.471679	3.711224	1620
A1O5|A1O5_00410T0	A1O5|A1O5_04622T0	0.775641	4.038442	0.192064	636.979330	218.020670	1.148357	4.822917	900
A1O5|A1O5_00412T0	A1O5|A1O5_11577T0	0.484727	3.062946	0.158255	1279.096333	475.903667	1.247881	3.551589	1824
A1O5|A1O5_00414T0	A1O5|A1O5_00435T0	0.476821	1.953069	0.244139	1251.772378	467.227622	1.386164	2.634203	1767
A1O5|A1O5_00415T0	A1O5|A1O5_12108T0	0.518637	3.076356	0.168588	257.550553	60.449447	1.694913	3.014521	318
A1O5|A1O5_00416T0	A1O5|A1O5_07918T0	1.015327	2.031332	0.499833	1457.299607	495.700393	1.725966	3.819613	3117
A1O5|A1O5_00417T0	A1O5|A1O5_04324T0	0.246191	4.457751	0.055228	1163.668661	381.331339	1.731975	3.857020	1581
A1O5|A1O5_00418T0	A1O5|A1O5_08104T0	0.249379	99.000000	0.002519	449.806957	111.193043	0.780831	59.466758	621
A1O5|A1O5_00419T0	A1O5|A1O5_12529T0	0.518877	4.567722	0.113596	1343.447970	441.552030	1.221047	4.561295	1830
A1O5|A1O5_00420T0	A1O5|A1O5_07791T0	0.322930	4.491757	0.071894	1190.980781	399.019219	1.674506	4.107361	1635
A1O5|A1O5_00421T0	A1O5|A1O5_09964T0	0.625423	2.874277	0.217593	335.825373	105.174627	2.576127	3.485265	465
A1O5|A1O5_00422T0	A1O5|A1O5_12296T0	0.545251	4.548667	0.119870	1246.524905	430.475095	1.532834	4.718705	2130
A1O5|A1O5_00424T0	A1O5|A1O5_09851T0	0.666828	1.647389	0.404779	456.233862	182.766138	1.780009	2.841861	693
A1O5|A1O5_00426T0	A1O5|A1O5_12449T0	0.906720	3.243794	0.279525	497.765812	177.234188	1.462667	4.561091	1686
A1O5|A1O5_00430T0	A1O5|A1O5_06504T0	0.657506	5.137042	0.127993	1103.163491	369.836509	1.629886	5.346645	1527
A1O5|A1O5_00431T0	A1O5|A1O5_11613T0	0.720103	2.445602	0.294448	1476.100212	515.899788	1.494914	3.500947	2241
A1O5|A1O5_00432T0	A1O5|A1O5_08540T0	0.683103	4.393320	0.155487	1126.060690	349.939310	1.468022	4.688233	1746
A1O5|A1O5_00433T0	A1O5|A1O5_08663T0	0.889358	3.236946	0.274752	1413.463171	464.536829	1.362778	4.410153	2313
A1O5|A1O5_00434T0	A1O5|A1O5_01545T0	0.517732	4.381323	0.118168	897.273502	326.726498	1.695881	4.647162	1401
A1O5|A1O5_00437T0	A1O5|A1O5_13218T0	0.182404	4.370993	0.041731	1139.324691	339.675309	0.972052	3.433135	1482
A1O5|A1O5_00445T0	A1O5|A1O5_01021T0	0.747613	2.750882	0.271772	511.059256	136.940744	1.292862	3.512881	1107
A1O5|A1O5_00446T0	A1O5|A1O5_02188T0	0.858039	3.608836	0.237760	381.049593	122.950407	1.415091	4.587280	879
A1O5|A1O5_00450T0	A1O5|A1O5_01732T0	0.523426	4.000172	0.130851	791.825208	207.174792	1.933794	3.733324	1182
A1O5|A1O5_00454T0	A1O5|A1O5_08830T0	0.458855	1.963087	0.233742	864.855248	320.144752	2.089924	2.595735	1341
A1O5|A1O5_00457T0	A1O5|A1O5_09269T0	0.943718	3.623376	0.260453	2150.924191	678.075809	1.373803	4.757995	3660
A1O5|A1O5_00459T0	A1O5|A1O5_05946T0	0.198936	3.751653	0.053026	556.259329	148.740671	1.692947	2.845460	720
A1O5|A1O5_00461T0	A1O5|A1O5_07036T0	0.784319	4.659746	0.168318	1510.805856	499.194144	1.618786	5.240405	2700
A1O5|A1O5_00465T0	A1O5|A1O5_07806T0	0.804787	2.513505	0.320185	1798.498508	610.501492	1.442031	3.713457	2595
A1O5|A1O5_00466T0	A1O5|A1O5_04370T0	0.492795	4.028893	0.122315	891.737614	215.262386	0.962597	3.541229	1239
A1O5|A1O5_00476T0	A1O5|A1O5_01205T0	0.633152	2.824617	0.224155	1027.779904	355.220096	1.255071	3.588073	1422
A1O5|A1O5_00477T0	A1O5|A1O5_00815T0	0.812621	4.521466	0.179725	1387.857561	415.142439	1.029195	4.999759	1995
A1O5|A1O5_00478T0	A1O5|A1O5_02943T0	0.699896	4.029571	0.173690	780.543045	215.456955	1.381908	4.260535	1329
A1O5|A1O5_00484T0	A1O5|A1O5_00669T0	0.458691	2.115805	0.216793	1045.765687	334.234313	2.169374	2.580126	1434
A1O5|A1O5_00489T0	A1O5|A1O5_07747T0	0.672597	3.714790	0.181059	419.393334	141.606666	1.561408	4.321506	2448
A1O5|A1O5_00491T0	A1O5|A1O5_13208T0	0.422511	4.316535	0.097882	1064.114378	315.885622	1.189586	3.941589	1473
A1O5|A1O5_00492T0	A1O5|A1O5_06299T0	0.819272	2.194642	0.373306	652.335784	190.664216	1.828930	3.391033	963
A1O5|A1O5_00493T0	A1O5|A1O5_09211T0	0.965014	2.106610	0.458089	2161.355910	646.644090	1.398992	3.683724	3483
A1O5|A1O5_00500T0	A1O5|A1O5_03414T0	0.981791	4.748860	0.206742	1849.824963	562.175037	1.295178	5.579393	2916
A1O5|A1O5_00503T0	A1O5|A1O5_02615T0	1.052818	4.704723	0.223779	1731.953851	530.046149	1.273614	5.725668	2808
A1O5|A1O5_00506T0	A1O5|A1O5_10936T0	0.815033	4.286631	0.190134	947.461487	303.538513	0.966035	4.972109	2118
A1O5|A1O5_00508T0	A1O5|A1O5_12786T0	0.582054	1.720319	0.338341	619.180513	238.819487	1.934086	2.696650	939
A1O5|A1O5_00509T0	A1O5|A1O5_11326T0	0.484134	4.017010	0.120521	724.121420	211.878580	1.189071	3.851570	1206
A1O5|A1O5_00519T0	A1O5|A1O5_06626T0	0.894193	2.490194	0.359085	505.780759	178.219241	1.698388	3.930113	849
A1O5|A1O5_00524T0	A1O5|A1O5_04687T0	0.830919	4.477440	0.185579	1228.525709	391.474291	1.427622	5.136312	1836
A1O5|A1O5_00525T0	A1O5|A1O5_02134T0	0.699024	4.188910	0.166875	954.542770	266.457230	1.524420	4.381852	1350
A1O5|A1O5_00528T0	A1O5|A1O5_11975T0	0.751055	4.191617	0.179180	956.579455	267.420545	1.082671	4.508255	1449
A1O5|A1O5_00532T0	A1O5|A1O5_06911T0	0.263841	4.669319	0.056505	1444.393400	505.606600	1.545502	4.218351	1983
A1O5|A1O5_00538T0	A1O5|A1O5_09471T0	0.755317	3.006505	0.251228	762.607428	266.392572	1.331792	4.014346	1353
A1O5|A1O5_00539T0	A1O5|A1O5_08682T0	0.685477	3.257779	0.210412	613.942093	223.057907	2.166965	4.112963	939
A1O5|A1O5_00550T0	A1O5|A1O5_12505T0	0.572966	4.309698	0.132948	1108.980776	313.019224	1.164965	4.186555	1503
