SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
B0A52|B0A52_00070	B0A52|B0A52_06812	0.772879	4.775420	0.161845	1829.559764	582.440236	1.197386	5.218190	2850
B0A52|B0A52_00073	B0A52|B0A52_05833	0.651024	2.680106	0.242910	1901.660614	582.339386	1.496592	3.380142	2991
B0A52|B0A52_00078	B0A52|B0A52_03001	0.546599	4.482105	0.121951	1361.083171	393.916829	1.277536	4.289816	3315
B0A52|B0A52_00081	B0A52|B0A52_06201	0.879939	3.174668	0.277175	1069.547885	337.452115	1.139652	4.290906	3348
B0A52|B0A52_00085	B0A52|B0A52_09996	0.829081	3.157167	0.262603	1216.830933	442.169067	1.199096	4.348739	1857
B0A52|B0A52_00089	B0A52|B0A52_01542	0.663331	4.422659	0.149985	1283.100088	363.899912	1.144971	4.481831	1998
B0A52|B0A52_00092	B0A52|B0A52_01477	0.363524	4.528977	0.080266	1260.679369	419.320631	1.452319	4.209608	1707
B0A52|B0A52_00097	B0A52|B0A52_04604	0.482084	3.966038	0.121553	696.042743	197.957257	0.703543	3.760594	2673
B0A52|B0A52_00099	B0A52|B0A52_10370	0.579676	4.178609	0.138725	826.177698	262.822302	1.226369	4.344758	3369
B0A52|B0A52_00100	B0A52|B0A52_00628	0.482045	3.966281	0.121536	734.978687	198.021313	1.156547	3.664634	1161
B0A52|B0A52_00101	B0A52|B0A52_08426	0.443702	3.993876	0.111096	844.557114	205.442886	1.028871	3.414987	1080
B0A52|B0A52_00104	B0A52|B0A52_01431	0.829441	4.635975	0.178914	1745.379595	483.620405	1.359551	4.966006	2787
B0A52|B0A52_00114	B0A52|B0A52_06553	0.659730	2.997553	0.220090	1457.042476	420.957524	1.370477	3.551274	2997
B0A52|B0A52_00119	B0A52|B0A52_01693	0.740399	3.031952	0.244199	852.461910	296.538090	1.373869	3.995434	1437
B0A52|B0A52_00120	B0A52|B0A52_08795	0.735030	4.993582	0.147195	2688.923426	779.076574	1.220460	5.075107	4359
B0A52|B0A52_00128	B0A52|B0A52_06261	0.428109	5.140112	0.083288	3096.826006	947.173994	1.234040	4.595222	4482
B0A52|B0A52_00132	B0A52|B0A52_03295	0.607915	4.305904	0.141182	1005.560406	311.439594	1.216499	4.447208	1509
B0A52|B0A52_00141	B0A52|B0A52_03583	0.718775	1.851801	0.388149	552.503375	203.496625	1.338306	3.071273	1440
B0A52|B0A52_00143	B0A52|B0A52_08774	0.657881	4.175811	0.157546	809.156392	261.843608	1.434226	4.553887	1440
B0A52|B0A52_00144	B0A52|B0A52_07701	0.715938	3.155873	0.226859	676.383238	235.616762	1.109545	4.038897	972
B0A52|B0A52_00145	B0A52|B0A52_07697	0.802008	4.160359	0.192774	832.495593	256.504407	0.747309	4.779114	1239
B0A52|B0A52_00146	B0A52|B0A52_05887	0.390446	4.254708	0.091768	837.110278	290.889722	0.908424	4.160897	1200
B0A52|B0A52_00147	B0A52|B0A52_03999	0.587678	1.813659	0.324029	708.071435	239.928565	1.671350	2.693881	1167
B0A52|B0A52_00148	B0A52|B0A52_00806	0.758784	4.517657	0.167960	1215.960677	413.039323	1.251679	5.135583	1734
B0A52|B0A52_00149	B0A52|B0A52_03845	0.774966	2.379784	0.325645	1124.815345	381.184655	1.595231	3.543488	1566
B0A52|B0A52_00153	B0A52|B0A52_06059	0.626373	3.685783	0.169943	568.066976	217.933024	1.347687	4.423953	819
B0A52|B0A52_00154	B0A52|B0A52_03037	0.676392	4.440950	0.152308	1133.116187	372.883813	1.524637	4.825476	3402
B0A52|B0A52_00155	B0A52|B0A52_03475	0.239852	3.789715	0.063290	482.516045	156.483955	1.390196	3.327521	780
B0A52|B0A52_00156	B0A52|B0A52_03477	0.492411	1.958455	0.251429	1132.689086	364.310914	1.348824	2.547566	1554
B0A52|B0A52_00157	B0A52|B0A52_03441	0.425656	4.585889	0.092819	1440.621464	452.378536	1.060118	4.259537	2733
B0A52|B0A52_00159	B0A52|B0A52_03470	0.360217	4.322758	0.083330	998.482508	318.517492	1.531334	3.955683	1416
B0A52|B0A52_00161	B0A52|B0A52_03469	0.171827	3.768332	0.045598	510.914547	152.085453	1.065221	2.990487	666
B0A52|B0A52_00162	B0A52|B0A52_02866	0.737019	1.874655	0.393149	768.200836	266.799164	1.333224	3.090827	4638
B0A52|B0A52_00163	B0A52|B0A52_02087	0.652840	2.492289	0.261944	756.372127	248.627873	1.549633	3.323708	2355
B0A52|B0A52_00164	B0A52|B0A52_04789	0.653378	4.756041	0.137379	1916.416443	567.583557	1.046266	4.772458	3162
B0A52|B0A52_00165	B0A52|B0A52_03468	0.283832	1.607282	0.176591	543.228889	221.771111	1.206795	2.002487	777
B0A52|B0A52_00166	B0A52|B0A52_03467	0.381651	2.082983	0.183223	677.397852	252.602148	1.283882	2.531275	1188
B0A52|B0A52_00167	B0A52|B0A52_09404	0.841434	2.974158	0.282915	1037.902178	345.097822	1.326979	4.120829	1590
B0A52|B0A52_00169	B0A52|B0A52_08015	0.699608	1.787921	0.391297	1026.047537	383.952463	1.509274	2.987888	2514
B0A52|B0A52_00172	B0A52|B0A52_09517	0.725989	3.807045	0.190696	586.858097	160.141903	1.051917	4.159518	1008
B0A52|B0A52_00174	B0A52|B0A52_07164	0.604644	2.301168	0.262755	1137.469347	386.530653	1.208417	3.104795	1749
B0A52|B0A52_00181	B0A52|B0A52_08981	0.640620	4.265052	0.150202	1022.070712	294.929288	1.443388	4.356827	2208
B0A52|B0A52_00185	B0A52|B0A52_10346	0.805861	4.398027	0.183232	1261.857308	352.142692	1.098682	4.768802	1743
B0A52|B0A52_00188	B0A52|B0A52_07348	0.660795	4.396438	0.150302	1091.602580	351.397420	1.334210	4.711481	2307
B0A52|B0A52_00189	B0A52|B0A52_05696	0.413071	4.445007	0.092929	1170.093798	374.906202	1.300503	4.174355	1608
B0A52|B0A52_00190	B0A52|B0A52_05600	0.461039	5.002233	0.092167	769.356250	244.643750	1.640949	4.670024	1071
B0A52|B0A52_00191	B0A52|B0A52_08213	0.337061	1.417150	0.237844	731.740539	222.259461	1.337662	1.766089	1086
B0A52|B0A52_00198	B0A52|B0A52_03890	0.740334	1.975553	0.374748	700.238790	244.761210	0.922620	3.180792	1224
B0A52|B0A52_00204	B0A52|B0A52_08916	1.072977	2.867797	0.374147	1238.593505	420.406495	1.389357	4.583404	2121
B0A52|B0A52_00205	B0A52|B0A52_08049	0.631625	4.361632	0.144814	1152.537924	335.462076	0.928509	4.417608	1578
B0A52|B0A52_00208	B0A52|B0A52_06329	0.267719	4.346668	0.061592	1207.164638	328.835362	0.829154	3.422890	1644
B0A52|B0A52_00210	B0A52|B0A52_04411	0.688053	4.909256	0.140154	2444.773569	696.226431	1.225932	4.871144	3408
B0A52|B0A52_00212	B0A52|B0A52_04870	0.624388	4.494459	0.138924	1204.540668	400.459332	0.924937	4.769999	1818
B0A52|B0A52_00213	B0A52|B0A52_06234	0.429362	2.867762	0.149720	1429.937677	430.062323	1.313161	2.979481	2013
B0A52|B0A52_00220	B0A52|B0A52_06651	0.507439	2.517358	0.201576	1033.869250	316.130750	1.516772	2.934309	2406
B0A52|B0A52_00232	B0A52|B0A52_02351	0.535547	3.412620	0.156931	337.352431	94.647569	0.972426	3.497670	480
B0A52|B0A52_00233	B0A52|B0A52_06955	0.166488	2.931357	0.056795	1126.673266	409.326734	2.090138	2.709883	1545
B0A52|B0A52_00235	B0A52|B0A52_09159	0.239550	2.287435	0.104724	1180.195121	415.804879	1.846533	2.319252	1635
B0A52|B0A52_00236	B0A52|B0A52_09160	0.246890	3.551042	0.069526	354.168096	113.831904	1.237657	3.151683	480
B0A52|B0A52_00237	B0A52|B0A52_05236	0.440065	2.282836	0.192771	1333.915734	475.084266	1.938032	2.772056	2577
B0A52|B0A52_00238	B0A52|B0A52_05235	0.415549	2.304467	0.180323	650.562291	237.437709	1.770860	2.761851	3780
B0A52|B0A52_00241	B0A52|B0A52_03809	0.939870	4.570500	0.205638	1371.809486	443.190514	1.471045	5.479215	2721
B0A52|B0A52_00246	B0A52|B0A52_04885	0.723013	4.404519	0.164153	1249.796333	355.203667	1.181585	4.613309	1953
B0A52|B0A52_00247	B0A52|B0A52_05644	0.795576	3.941556	0.201843	657.400260	191.599740	0.959252	4.516653	957
B0A52|B0A52_00248	B0A52|B0A52_06372	0.425886	4.355353	0.097785	1293.334472	332.665528	0.959889	3.689463	1833
B0A52|B0A52_00249	B0A52|B0A52_01141	0.795474	1.940668	0.409897	807.474630	299.525370	1.849480	3.316001	1656
B0A52|B0A52_00250	B0A52|B0A52_04257	0.828648	2.895620	0.286173	1471.128897	505.871103	1.185746	4.072623	2394
B0A52|B0A52_00258	B0A52|B0A52_06480	0.716836	4.709334	0.152216	1950.685308	533.314692	1.082233	4.722074	3450
B0A52|B0A52_00260	B0A52|B0A52_02360	0.532613	2.032229	0.262083	664.026083	229.973917	1.739398	2.755130	999
B0A52|B0A52_00261	B0A52|B0A52_03913	0.759706	4.947216	0.153562	2426.628411	732.371589	1.191132	5.191571	3798
B0A52|B0A52_00264	B0A52|B0A52_03792	0.364842	4.509288	0.080909	1241.543834	408.456166	1.281020	4.172388	1707
B0A52|B0A52_00265	B0A52|B0A52_03793	0.345347	4.455246	0.077515	1128.940303	380.059697	1.073990	4.141422	3153
B0A52|B0A52_00268	B0A52|B0A52_02515	0.694395	3.321465	0.209063	1646.591948	546.408052	1.090944	4.046868	3885
B0A52|B0A52_00270	B0A52|B0A52_02475	0.395400	3.243255	0.121915	722.964144	246.035856	1.266640	3.355471	999
B0A52|B0A52_00271	B0A52|B0A52_02474	0.419158	2.204090	0.190173	323.494802	114.505198	1.568649	2.657365	474
B0A52|B0A52_00272	B0A52|B0A52_01399	0.287925	4.509377	0.063850	1262.495476	408.504524	1.677844	3.959793	1704
B0A52|B0A52_00273	B0A52|B0A52_00961	0.423563	4.451404	0.095153	1127.882601	378.117399	1.582958	4.304547	2034
B0A52|B0A52_00274	B0A52|B0A52_01198	0.565149	2.796140	0.202117	1194.779890	512.220110	2.204157	3.703809	3321
B0A52|B0A52_00278	B0A52|B0A52_00553	0.407512	4.183163	0.097417	950.576711	264.423289	1.019064	3.687647	1278
B0A52|B0A52_00284	B0A52|B0A52_01872	0.358691	2.766156	0.129671	1495.150314	535.849686	1.421764	2.981597	2052
B0A52|B0A52_00291	B0A52|B0A52_02201	0.545759	4.059140	0.134452	433.921620	142.078380	1.387723	4.237148	2070
B0A52|B0A52_00292	B0A52|B0A52_02871	0.455952	4.135954	0.110241	732.707956	248.292044	1.531652	4.162093	1035
B0A52|B0A52_00293	B0A52|B0A52_05820	0.363561	2.433088	0.149424	1076.980821	405.019179	1.291218	2.787440	1554
B0A52|B0A52_00294	B0A52|B0A52_01070	0.397222	2.400985	0.165441	1066.089899	379.910101	1.464427	2.771023	1509
B0A52|B0A52_00295	B0A52|B0A52_03471	0.697058	4.521635	0.154161	1312.764120	415.235880	1.073455	4.848296	2013
B0A52|B0A52_00298	B0A52|B0A52_07100	0.597012	2.824263	0.211387	432.525455	164.474545	1.412665	3.631870	2535
B0A52|B0A52_00299	B0A52|B0A52_09004	0.699112	4.204186	0.166289	865.059872	271.940128	0.912662	4.612296	1827
B0A52|B0A52_00306	B0A52|B0A52_00533	0.824470	1.386121	0.594804	2370.675413	1166.324587	1.557642	3.029023	4500
B0A52|B0A52_00310	B0A52|B0A52_04420	0.806038	2.342844	0.344042	1676.624789	531.375211	1.294263	3.527653	2793
B0A52|B0A52_00311	B0A52|B0A52_02225	0.698307	2.111736	0.330679	1781.468669	567.531331	1.635631	3.119398	5025
B0A52|B0A52_00317	B0A52|B0A52_09471	0.650063	2.391460	0.271827	889.867650	313.132350	1.359340	3.310009	1776
B0A52|B0A52_00318	B0A52|B0A52_09822	0.824641	4.300869	0.191738	938.644268	309.355732	1.011649	5.058997	1413
B0A52|B0A52_00319	B0A52|B0A52_09444	0.342785	4.476141	0.076580	1151.203103	390.796897	1.506939	4.170967	1572
B0A52|B0A52_00320	B0A52|B0A52_05482	0.283438	2.572972	0.110160	1076.658260	405.341740	1.648596	2.728944	1938
B0A52|B0A52_00324	B0A52|B0A52_04164	0.399589	4.322116	0.092452	959.755172	318.244828	1.405848	4.129105	1290
B0A52|B0A52_00328	B0A52|B0A52_08095	0.692733	1.689621	0.409993	477.567822	176.432178	1.867033	2.885003	987
B0A52|B0A52_00329	B0A52|B0A52_04611	0.467009	4.520302	0.103314	1238.501336	414.498664	1.378225	4.450183	2793
B0A52|B0A52_00331	B0A52|B0A52_02589	0.408701	1.741017	0.234748	433.713893	160.286107	1.933398	2.304646	1050
B0A52|B0A52_00344	B0A52|B0A52_06406	0.519085	4.475356	0.115988	1298.612130	390.387870	1.218718	4.300560	2250
B0A52|B0A52_00345	B0A52|B0A52_02218	0.888735	3.848245	0.230946	1121.782205	375.217795	1.123508	4.891578	2076
B0A52|B0A52_00346	B0A52|B0A52_02477	0.711379	2.187827	0.325153	442.509386	175.490614	1.597042	3.391918	1041
B0A52|B0A52_00347	B0A52|B0A52_02469	0.350037	1.994144	0.175532	1092.619430	416.380570	1.773001	2.411093	1557
B0A52|B0A52_00348	B0A52|B0A52_08995	0.362091	4.067178	0.089028	769.464066	226.535934	0.920186	3.614392	1131
B0A52|B0A52_00350	B0A52|B0A52_02287	0.751977	2.650314	0.283731	993.760553	332.239447	1.030633	3.682859	1398
B0A52|B0A52_00351	B0A52|B0A52_00931	1.156069	2.647396	0.436681	1573.828668	544.171332	1.347983	4.617693	2547
B0A52|B0A52_00360	B0A52|B0A52_00870	0.510525	3.749174	0.136170	595.750298	148.249702	1.345758	3.467578	5517
B0A52|B0A52_00361	B0A52|B0A52_09087	0.527974	4.404594	0.119869	1249.760645	355.239355	1.160583	4.157993	3735
B0A52|B0A52_00363	B0A52|B0A52_00857	0.814091	2.373654	0.342969	1021.959145	322.040855	1.141589	3.563351	1551
B0A52|B0A52_00366	B0A52|B0A52_07382	0.533100	4.124473	0.129253	922.479917	244.520083	1.300470	3.856788	1395
B0A52|B0A52_00369	B0A52|B0A52_07385	0.831256	4.354797	0.190883	1011.581261	332.418739	1.368751	5.108256	1566
B0A52|B0A52_00370	B0A52|B0A52_05168	0.470054	4.801443	0.097899	1799.995642	603.004358	1.182514	4.670895	2970
B0A52|B0A52_00371	B0A52|B0A52_04053	0.815222	3.929296	0.207473	630.506918	188.493082	1.135728	4.595781	912
B0A52|B0A52_00373	B0A52|B0A52_01301	0.617299	4.167627	0.148118	706.997793	259.002207	1.173660	4.707620	1113
B0A52|B0A52_00376	B0A52|B0A52_01300	0.417739	2.976378	0.140351	695.400150	231.599850	1.280739	3.170952	1173
B0A52|B0A52_00377	B0A52|B0A52_03727	0.705514	2.378021	0.296681	1480.964379	517.035621	1.706611	3.414958	4308
B0A52|B0A52_00385	B0A52|B0A52_02999	0.476683	3.424266	0.139207	332.871244	96.128756	1.358705	3.411501	558
B0A52|B0A52_00392	B0A52|B0A52_00465	0.482427	4.454511	0.108301	1345.312725	379.687275	1.243994	4.070150	1788
B0A52|B0A52_00393	B0A52|B0A52_00464	0.487005	4.480551	0.108693	1208.898293	393.101707	1.375595	4.400846	1692
B0A52|B0A52_00398	B0A52|B0A52_10250	0.830338	2.632279	0.315444	1433.180437	465.819563	1.254945	3.817047	2649
B0A52|B0A52_00404	B0A52|B0A52_10001	0.495856	2.019266	0.245563	886.655855	241.344145	1.123618	2.465404	1182
B0A52|B0A52_00406	B0A52|B0A52_05071	0.607931	2.350310	0.258660	543.365459	167.634541	1.215697	3.056210	1113
B0A52|B0A52_00415	B0A52|B0A52_03657	0.314564	4.508807	0.069767	1367.806058	408.193942	1.398424	3.835692	1839
B0A52|B0A52_00416	B0A52|B0A52_05051	0.239557	3.841926	0.062353	588.234382	167.765618	0.784814	3.116899	1032
B0A52|B0A52_00417	B0A52|B0A52_03654	0.411159	3.502430	0.117392	612.508975	206.491025	1.312378	3.571645	837
B0A52|B0A52_00418	B0A52|B0A52_05054	0.438339	4.408481	0.099431	1136.914668	357.085332	1.399932	4.161763	1599
B0A52|B0A52_00419	B0A52|B0A52_05055	0.449970	4.428890	0.101599	1064.064399	366.935601	1.241570	4.410721	1581
B0A52|B0A52_00420	B0A52|B0A52_05050	0.705426	4.060438	0.173731	750.490544	224.509456	1.101977	4.433915	1158
B0A52|B0A52_00422	B0A52|B0A52_00483	0.279901	4.518892	0.061940	1293.279928	413.720072	1.666103	3.921874	1842
B0A52|B0A52_00423	B0A52|B0A52_06389	0.256303	4.507379	0.056863	1227.582315	407.417685	1.700755	3.946823	1638
B0A52|B0A52_00424	B0A52|B0A52_10162	0.262831	3.984058	0.065971	610.228949	202.771051	1.287706	3.572837	906
B0A52|B0A52_00425	B0A52|B0A52_08508	0.290015	2.530859	0.114592	1104.707679	362.292321	1.978047	2.530250	1485
B0A52|B0A52_00426	B0A52|B0A52_04309	0.894801	4.347492	0.205820	1607.039867	498.960133	1.266704	5.138471	2418
B0A52|B0A52_00435	B0A52|B0A52_07774	0.280703	2.796804	0.100366	663.436091	245.563909	1.587480	2.881264	945
B0A52|B0A52_00440	B0A52|B0A52_07104	0.477430	2.898773	0.164701	1102.814518	385.185482	1.626607	3.312665	1521
B0A52|B0A52_00441	B0A52|B0A52_08687	0.652880	1.630318	0.400462	555.376562	191.623438	1.601816	2.710848	762
B0A52|B0A52_00442	B0A52|B0A52_02113	0.311951	4.106008	0.075974	715.426541	238.573459	0.788521	3.782272	969
B0A52|B0A52_00462	B0A52|B0A52_05897	0.251853	3.367908	0.074780	315.830028	89.169972	1.124318	2.813771	426
B0A52|B0A52_00463	B0A52|B0A52_03205	1.003707	2.468941	0.406533	1112.022446	360.977554	1.069012	4.088343	2106
B0A52|B0A52_00467	B0A52|B0A52_05470	0.435482	4.213580	0.103352	783.632297	275.367703	1.085329	4.253659	1089
B0A52|B0A52_00469	B0A52|B0A52_02490	0.968953	2.154001	0.449839	1642.572918	553.427082	1.398195	3.802813	3120
B0A52|B0A52_00471	B0A52|B0A52_04496	0.683628	1.984389	0.344503	1442.453888	477.546112	1.370478	3.021468	3639
B0A52|B0A52_00472	B0A52|B0A52_01050	0.435298	4.121652	0.105612	752.398026	243.601974	1.230947	4.010722	1008
B0A52|B0A52_00473	B0A52|B0A52_03387	0.399405	3.297861	0.121110	1005.761898	353.238102	1.462562	3.458359	1503
B0A52|B0A52_00474	B0A52|B0A52_01934	0.443856	3.136295	0.141522	1086.330685	356.669315	1.476110	3.328056	1818
B0A52|B0A52_00475	B0A52|B0A52_04395	0.849960	3.170639	0.268072	1218.533869	458.466131	1.116859	4.453195	1809
B0A52|B0A52_00479	B0A52|B0A52_09774	0.615747	2.713967	0.226881	1039.606411	325.393589	1.296585	3.347785	1983
B0A52|B0A52_00480	B0A52|B0A52_04011	0.947811	2.239622	0.423202	1229.958083	441.041917	1.243789	3.866312	2043
B0A52|B0A52_00481	B0A52|B0A52_01901	0.571490	4.187975	0.136460	732.874726	266.125274	1.345295	4.604675	3036
B0A52|B0A52_00482	B0A52|B0A52_08895	0.315745	1.888231	0.167217	603.907296	227.092704	1.317468	2.236405	915
B0A52|B0A52_00486	B0A52|B0A52_06727	0.866389	2.243690	0.386145	1104.833698	386.166302	1.520347	3.669322	1569
B0A52|B0A52_00487	B0A52|B0A52_07207	0.848620	4.327979	0.196078	1402.490541	448.509459	1.120973	5.075074	2157
B0A52|B0A52_00492	B0A52|B0A52_03182	0.508505	4.560843	0.111494	1644.479517	437.520483	1.204115	4.080243	2445
B0A52|B0A52_00503	B0A52|B0A52_02815	0.707108	4.513257	0.156674	1449.376772	410.623228	0.954728	4.642120	2283
B0A52|B0A52_00504	B0A52|B0A52_01791	0.972659	2.265448	0.429345	1123.849073	331.150927	1.366139	3.800673	1764
B0A52|B0A52_00505	B0A52|B0A52_09687	0.872925	4.228519	0.206437	799.092484	280.907516	1.358546	5.237140	1437
B0A52|B0A52_00511	B0A52|B0A52_02365	0.724265	5.987462	0.120964	1475.150887	534.849113	1.573493	6.374312	2253
B0A52|B0A52_00512	B0A52|B0A52_06395	0.626077	1.826271	0.342817	1280.356423	405.643577	1.425652	2.744514	1809
B0A52|B0A52_00513	B0A52|B0A52_07802	0.710826	1.709164	0.415891	752.926665	273.073335	1.288418	2.929611	2664
B0A52|B0A52_00514	B0A52|B0A52_01322	0.962124	4.617789	0.208352	1513.965574	472.034426	1.020525	5.493017	3063
B0A52|B0A52_00516	B0A52|B0A52_07700	0.603360	1.744706	0.345824	1144.090242	385.909758	1.557469	2.673721	1629
B0A52|B0A52_00517	B0A52|B0A52_09467	0.352320	2.733924	0.128870	1151.005576	420.994424	1.477735	2.970398	1659
B0A52|B0A52_00518	B0A52|B0A52_10247	0.789439	4.155053	0.189995	2685.567936	902.432064	1.379854	4.907813	7989
B0A52|B0A52_00519	B0A52|B0A52_02295	0.604666	3.192831	0.189382	1216.308567	409.691433	1.272652	3.770362	1740
B0A52|B0A52_00520	B0A52|B0A52_08302	0.621407	3.929843	0.158125	597.369383	188.630617	1.022453	4.246177	816
B0A52|B0A52_00521	B0A52|B0A52_03175	0.414217	3.865479	0.107158	711.882212	173.117788	0.873139	3.267991	906
B0A52|B0A52_00523	B0A52|B0A52_09628	0.627482	4.126621	0.152057	807.778503	245.221497	1.120077	4.327073	1773
B0A52|B0A52_00524	B0A52|B0A52_03994	0.513556	4.209476	0.122000	848.401600	285.598400	1.050292	4.333126	1479
B0A52|B0A52_00525	B0A52|B0A52_07995	0.587970	4.441211	0.132390	1183.986439	373.013561	0.830827	4.533296	1644
B0A52|B0A52_00526	B0A52|B0A52_03084	0.413977	3.980908	0.103991	593.078747	201.921253	1.615206	3.959815	834
B0A52|B0A52_00527	B0A52|B0A52_00840	0.849990	4.353588	0.195239	1049.580686	360.419314	1.439803	5.236704	1647
B0A52|B0A52_00528	B0A52|B0A52_09354	0.428975	3.559941	0.120501	1041.088520	395.911480	1.831518	3.874786	1539
B0A52|B0A52_00529	B0A52|B0A52_03494	0.773074	1.941106	0.398265	1260.782817	458.217183	1.594768	3.253275	2271
B0A52|B0A52_00537	B0A52|B0A52_02147	0.426294	1.934701	0.220341	722.928233	231.071767	1.508776	2.374953	975
B0A52|B0A52_00546	B0A52|B0A52_02725	0.403958	4.162745	0.097041	852.678557	257.321443	0.915560	3.825972	1242
B0A52|B0A52_00556	B0A52|B0A52_04634	0.774908	4.111317	0.188482	791.731786	240.268214	1.472299	4.655053	1164
B0A52|B0A52_00558	B0A52|B0A52_07859	0.872868	4.621341	0.188878	1607.724716	474.275284	1.360784	5.180288	2925
B0A52|B0A52_00564	B0A52|B0A52_01362	0.417987	3.069643	0.136168	1250.696522	384.303478	1.401817	3.123760	1662
B0A52|B0A52_00567	B0A52|B0A52_04787	0.167205	1.845816	0.090586	775.324160	316.675840	2.602909	1.961987	1122
B0A52|B0A52_00568	B0A52|B0A52_09432	0.769277	2.569187	0.299424	886.989131	316.010869	1.337243	3.726263	1653
B0A52|B0A52_00571	B0A52|B0A52_02165	0.501423	4.613589	0.108684	894.250306	299.749694	1.363985	4.601305	1296
B0A52|B0A52_00573	B0A52|B0A52_07931	0.499085	4.163222	0.119879	864.514562	257.485438	1.237361	4.019881	1179
B0A52|B0A52_00579	B0A52|B0A52_02187	0.753052	4.071456	0.184959	690.168101	227.831899	1.529498	4.729870	1095
B0A52|B0A52_00581	B0A52|B0A52_04887	0.742765	1.954859	0.379958	796.762054	271.237946	1.423093	3.151793	1782
B0A52|B0A52_00582	B0A52|B0A52_07870	0.691601	5.048760	0.136984	665.849768	219.150232	0.906327	5.311658	966
B0A52|B0A52_00589	B0A52|B0A52_00599	0.494937	3.643912	0.135826	1027.822045	352.177955	1.269676	3.895680	1788
B0A52|B0A52_00595	B0A52|B0A52_03051	0.700173	2.130339	0.328668	1163.648173	390.351827	1.425876	3.178256	2571
B0A52|B0A52_00597	B0A52|B0A52_07094	0.754639	3.594452	0.209945	766.067159	259.932841	1.419050	4.422281	1077
B0A52|B0A52_00598	B0A52|B0A52_04687	0.977522	1.937400	0.504554	1276.107419	439.892581	1.375659	3.670754	2508
B0A52|B0A52_00600	B0A52|B0A52_10058	0.615554	4.667435	0.131883	1157.708173	315.291827	1.547836	4.448546	1524
B0A52|B0A52_00601	B0A52|B0A52_08602	0.594461	2.779876	0.213844	1248.136976	464.863024	1.406523	3.562575	2280
B0A52|B0A52_00610	B0A52|B0A52_05029	0.495531	4.279388	0.115795	935.378814	300.621186	1.378994	4.247533	1350
B0A52|B0A52_00622	B0A52|B0A52_02202	0.770410	4.600143	0.167475	1617.941921	461.058079	1.225625	4.859179	2529
B0A52|B0A52_00623	B0A52|B0A52_06398	0.753733	4.164221	0.181002	939.171419	257.828581	1.270738	4.465011	1479
