SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
B0A54|B0A54_00024-T1	B0A54|B0A54_17746-T1	0.021526	0.433125	0.049699	1673.224069	423.775931	1.700989	0.314114	2187
B0A54|B0A54_00025-T1	B0A54|B0A54_17745-T1	0.003740	0.295933	0.012639	804.661246	236.338754	3.578335	0.210231	1041
B0A54|B0A54_00026-T1	B0A54|B0A54_17744-T1	0.033466	0.468451	0.071439	1173.290134	329.709866	4.757956	0.386662	1647
B0A54|B0A54_00027-T1	B0A54|B0A54_12848-T1	0.084753	0.411870	0.205776	2273.589660	825.410340	2.827527	0.515640	3213
B0A54|B0A54_00028-T1	B0A54|B0A54_12849-T1	0.101850	0.271628	0.374962	578.011965	123.988035	2.346834	0.395510	705
B0A54|B0A54_00029-T1	B0A54|B0A54_12850-T1	0.147303	0.511307	0.288091	968.776414	288.223586	1.336108	0.692302	2031
B0A54|B0A54_00031-T1	B0A54|B0A54_12851-T1	0.027940	0.342678	0.081534	347.618906	141.381094	10.939111	0.356814	732
B0A54|B0A54_00032-T1	B0A54|B0A54_12853-T1	0.003455	0.235045	0.014697	290.240797	54.759203	1.932187	0.120640	345
B0A54|B0A54_00033-T1	B0A54|B0A54_12854-T1	0.004122	0.660961	0.006236	5717.445640	1398.554360	2.746075	0.399644	7119
B0A54|B0A54_00034-T1	B0A54|B0A54_12855-T1	0.008303	0.767271	0.010822	1211.254588	240.745412	4.667519	0.402426	1539
B0A54|B0A54_00035-T1	B0A54|B0A54_12856-T1	0.062706	0.349980	0.179170	524.208144	144.791856	2.081409	0.374642	708
B0A54|B0A54_00036-T1	B0A54|B0A54_12857-T1	0.023816	0.441013	0.054002	768.345277	239.654723	2.847855	0.369016	1011
B0A54|B0A54_00037-T1	B0A54|B0A54_12858-T1	0.050806	0.242584	0.209436	663.014764	320.985236	4.289502	0.340094	1623
B0A54|B0A54_00038-T1	B0A54|B0A54_12859-T1	0.054054	0.383190	0.141064	652.460715	157.539285	1.928992	0.354206	1020
B0A54|B0A54_00039-T1	B0A54|B0A54_12860-T1	0.023620	0.322405	0.073261	1857.307267	662.692733	2.814434	0.306576	2607
B0A54|B0A54_00040-T1	B0A54|B0A54_12862-T1	0.000000	0.353681	0.000010	353.202688	66.797312	4.818079	0.168749	420
B0A54|B0A54_00041-T1	B0A54|B0A54_12863-T1	0.038683	0.313478	0.123399	1969.977705	691.022295	2.901396	0.330129	2661
B0A54|B0A54_00042-T1	B0A54|B0A54_12864-T1	0.012108	0.503171	0.024063	1249.246913	229.753087	2.442743	0.265174	1485
B0A54|B0A54_00043-T1	B0A54|B0A54_12866-T1	0.036531	0.573496	0.063698	897.565499	185.434501	1.325845	0.385415	1548
B0A54|B0A54_00044-T1	B0A54|B0A54_12867-T1	0.045672	0.490298	0.093151	3002.716714	831.283286	2.130039	0.426225	3927
B0A54|B0A54_00045-T1	B0A54|B0A54_12868-T1	0.048297	0.504998	0.095638	962.609807	231.390193	2.042959	0.410409	1293
B0A54|B0A54_00046-T1	B0A54|B0A54_12869-T1	0.040793	0.571433	0.071387	828.860059	332.139941	5.097632	0.577797	1161
B0A54|B0A54_00047-T1	B0A54|B0A54_12870-T1	0.041491	0.616182	0.067335	192.305632	47.694368	1.452151	0.467091	276
B0A54|B0A54_00048-T1	B0A54|B0A54_12872-T1	0.016349	0.484620	0.033735	1314.912109	398.087891	3.276932	0.375513	2070
B0A54|B0A54_00049-T1	B0A54|B0A54_12873-T1	0.007513	0.512710	0.014653	535.201929	151.798071	2.860234	0.357421	687
B0A54|B0A54_00051-T1	B0A54|B0A54_12874-T1	0.015294	0.504318	0.030327	3534.716619	926.283381	2.419340	0.350506	4569
B0A54|B0A54_00052-T1	B0A54|B0A54_12781-T1	0.244049	1.417802	0.172132	450.720247	68.279753	0.826964	1.195404	1188
B0A54|B0A54_00054-T1	B0A54|B0A54_12782-T1	0.010481	0.225344	0.046513	480.421168	161.578832	2.235231	0.193674	642
B0A54|B0A54_00055-T1	B0A54|B0A54_12783-T1	0.031368	0.445040	0.070484	863.780847	210.219153	3.057510	0.337015	1077
B0A54|B0A54_00056-T1	B0A54|B0A54_12785-T1	0.039210	0.366994	0.106842	2309.318717	819.681283	2.826885	0.375232	3810
B0A54|B0A54_00057-T1	B0A54|B0A54_12786-T1	0.025083	0.201872	0.124252	648.689369	194.310631	1.988398	0.197498	858
B0A54|B0A54_00058-T1	B0A54|B0A54_12787-T1	0.034874	0.305652	0.114097	763.126815	226.873185	1.265662	0.290780	1134
B0A54|B0A54_00059-T1	B0A54|B0A54_12788-T1	0.011293	0.417852	0.027026	2453.668204	579.331796	1.730324	0.266848	3057
B0A54|B0A54_00060-T1	B0A54|B0A54_12789-T1	0.025978	0.337525	0.076966	2651.599973	843.400027	2.350495	0.303478	3552
B0A54|B0A54_00061-T1	B0A54|B0A54_12790-T1	0.038714	0.496116	0.078034	1603.484229	496.515771	1.773532	0.440580	2199
B0A54|B0A54_00062-T1	B0A54|B0A54_12791-T1	0.028008	0.287794	0.097318	291.150259	74.849741	1.659128	0.243408	366
B0A54|B0A54_00063-T1	B0A54|B0A54_12792-T1	0.068380	0.326971	0.209130	1319.970952	399.029048	2.674304	0.385218	1764
B0A54|B0A54_00064-T1	B0A54|B0A54_12793-T1	0.001539	0.510620	0.003013	650.679726	153.320274	5.160682	0.295857	804
B0A54|B0A54_00065-T1	B0A54|B0A54_12794-T1	0.081583	0.369593	0.220737	915.178625	248.821375	2.432134	0.429447	1629
B0A54|B0A54_00066-T1	B0A54|B0A54_15788-T1	0.098008	0.587805	0.166735	2397.006374	590.993626	1.345922	0.584653	3537
B0A54|B0A54_00067-T1	B0A54|B0A54_15789-T1	0.016743	0.282192	0.059332	876.293970	206.706030	2.953334	0.202224	1083
B0A54|B0A54_00068-T1	B0A54|B0A54_15790-T1	0.050112	0.380660	0.131644	340.857730	91.142270	2.000330	0.359550	543
B0A54|B0A54_00069-T1	B0A54|B0A54_15791-T1	0.042651	0.405137	0.105275	918.366736	296.633264	3.217911	0.393447	1296
B0A54|B0A54_00070-T1	B0A54|B0A54_15792-T1	0.029322	0.316497	0.092647	592.816263	169.183737	8.778962	0.279247	762
B0A54|B0A54_00071-T1	B0A54|B0A54_15793-T1	0.022030	0.415670	0.052999	1198.682614	340.317386	3.719392	0.327226	2619
B0A54|B0A54_00073-T1	B0A54|B0A54_15794-T1	0.024673	0.440886	0.055963	1050.628456	224.371544	1.674093	0.293752	1659
B0A54|B0A54_00075-T1	B0A54|B0A54_01338-T1	0.144147	0.245310	0.587615	560.117212	174.882788	3.042382	0.504653	750
B0A54|B0A54_00076-T1	B0A54|B0A54_01339-T1	0.008103	0.395267	0.020500	1179.646572	389.353428	5.439885	0.312538	1569
B0A54|B0A54_00077-T1	B0A54|B0A54_01340-T1	0.059103	0.265120	0.222930	696.913881	179.086119	3.508736	0.303662	876
B0A54|B0A54_00078-T1	B0A54|B0A54_01341-T1	0.048022	0.280491	0.171207	541.736352	205.263648	2.389215	0.335703	765
B0A54|B0A54_00079-T1	B0A54|B0A54_01342-T1	0.018866	0.550165	0.034292	2345.748492	822.251508	5.425767	0.470293	3168
B0A54|B0A54_00080-T1	B0A54|B0A54_01343-T1	0.050383	0.463030	0.108811	554.210183	177.789817	2.166242	0.451823	4131
B0A54|B0A54_00082-T1	B0A54|B0A54_01344-T1	0.039238	0.596989	0.065727	1083.676928	281.323072	1.235876	0.462568	1380
B0A54|B0A54_00083-T1	B0A54|B0A54_01345-T1	0.012826	0.463716	0.027659	3188.000986	1071.999014	4.049217	0.378867	4401
B0A54|B0A54_00084-T1	B0A54|B0A54_01346-T1	0.083577	0.494535	0.169002	1067.192846	306.807154	1.975516	0.526026	2670
B0A54|B0A54_00086-T1	B0A54|B0A54_01347-T1	0.086764	0.508421	0.170653	2018.613627	681.386373	2.048470	0.579527	2748
B0A54|B0A54_00087-T1	B0A54|B0A54_01348-T1	0.027322	0.435310	0.062766	2765.289088	876.710912	2.023360	0.376603	3690
B0A54|B0A54_00088-T1	B0A54|B0A54_01349-T1	0.046120	0.336095	0.137222	672.445467	230.554533	3.589285	0.360469	903
B0A54|B0A54_00089-T1	B0A54|B0A54_01350-T1	0.065862	0.423626	0.155472	878.965940	297.034060	2.489480	0.468678	1176
B0A54|B0A54_00090-T1	B0A54|B0A54_01351-T1	0.085383	0.437624	0.195105	2866.440477	799.559523	2.161366	0.486621	3795
B0A54|B0A54_00091-T1	B0A54|B0A54_01352-T1	0.025361	0.661321	0.038349	601.556879	148.443121	1.799791	0.453698	2274
B0A54|B0A54_00094-T1	B0A54|B0A54_01355-T1	0.011520	0.570334	0.020199	1050.739175	236.260825	4.364983	0.342313	1548
B0A54|B0A54_00095-T1	B0A54|B0A54_01356-T1	0.025108	0.513012	0.048942	567.103313	188.896687	1.759454	0.441051	756
B0A54|B0A54_00096-T1	B0A54|B0A54_01357-T1	0.063182	0.582126	0.108537	942.906731	293.093269	2.875776	0.558719	1293
B0A54|B0A54_00097-T1	B0A54|B0A54_01358-T1	0.007237	0.400578	0.018066	1319.085441	264.914559	1.524380	0.219063	1713
B0A54|B0A54_00098-T1	B0A54|B0A54_01359-T1	0.090619	0.408447	0.221863	1808.275777	588.724223	2.327221	0.506041	2424
B0A54|B0A54_00099-T1	B0A54|B0A54_17054-T1	0.076961	0.673089	0.114340	943.422281	217.577719	1.644653	0.566036	1266
B0A54|B0A54_00100-T1	B0A54|B0A54_01361-T1	0.071633	0.495724	0.144502	1311.279353	476.720647	3.595158	0.554116	1788
B0A54|B0A54_00101-T1	B0A54|B0A54_01362-T1	0.006226	0.422198	0.014746	1855.055598	538.944402	2.691320	0.299612	2394
B0A54|B0A54_00102-T1	B0A54|B0A54_01363-T1	0.011392	0.325823	0.034964	265.601872	73.398128	3.907214	0.238412	345
B0A54|B0A54_00103-T1	B0A54|B0A54_01364-T1	0.035766	0.374440	0.095519	4847.848562	1875.151438	3.578479	0.390683	6930
B0A54|B0A54_00104-T1	B0A54|B0A54_01365-T1	0.036386	0.410707	0.088593	1409.441142	522.558858	3.682549	0.412891	1941
B0A54|B0A54_00105-T1	B0A54|B0A54_01366-T1	0.085364	0.240382	0.355118	698.472835	276.527165	3.194793	0.387989	978
B0A54|B0A54_00107-T1	B0A54|B0A54_01368-T1	0.019710	0.388930	0.050676	2751.277556	878.722444	2.123347	0.327263	3669
B0A54|B0A54_00108-T1	B0A54|B0A54_01369-T1	0.217941	0.695250	0.313471	566.146752	171.853248	3.607472	0.987266	789
B0A54|B0A54_00110-T1	B0A54|B0A54_01371-T1	0.010645	0.290208	0.036682	1988.025006	672.974994	3.352589	0.244043	2667
B0A54|B0A54_00111-T1	B0A54|B0A54_01372-T1	0.061863	0.406581	0.152154	856.775806	253.224194	2.675987	0.421510	1119
B0A54|B0A54_00112-T1	B0A54|B0A54_01373-T1	0.060583	0.323141	0.187483	432.927219	143.072781	9.573745	0.377400	924
B0A54|B0A54_00113-T1	B0A54|B0A54_01374-T1	0.008482	0.406029	0.020890	593.109829	144.890171	2.947876	0.259595	738
B0A54|B0A54_00114-T1	B0A54|B0A54_01375-T1	0.038904	0.195018	0.199487	2246.982481	963.017519	3.754596	0.257217	3363
B0A54|B0A54_00115-T1	B0A54|B0A54_01376-T1	0.130894	0.237713	0.550641	1009.536400	376.463600	2.745867	0.479724	1509
B0A54|B0A54_00116-T1	B0A54|B0A54_01377-T1	0.020920	0.306575	0.068236	945.243362	296.756638	1.854413	0.267518	1242
B0A54|B0A54_00117-T1	B0A54|B0A54_01378-T1	0.021818	0.429449	0.050804	698.022717	162.977283	2.419663	0.296933	1038
B0A54|B0A54_00118-T1	B0A54|B0A54_01379-T1	0.005281	0.183860	0.028724	760.152740	238.847260	1.287057	0.143931	1344
B0A54|B0A54_00119-T1	B0A54|B0A54_01380-T1	0.007111	0.234561	0.030315	1414.342463	478.657537	11.251971	0.193869	1893
B0A54|B0A54_00121-T1	B0A54|B0A54_01381-T1	0.037396	0.333924	0.111988	1015.423296	361.576704	3.104720	0.345777	1575
B0A54|B0A54_00122-T1	B0A54|B0A54_01382-T1	0.046171	0.517341	0.089247	558.914239	158.085761	3.264925	0.450167	717
B0A54|B0A54_00123-T1	B0A54|B0A54_01383-T1	0.024394	0.265073	0.092029	1000.363697	334.636303	3.490918	0.254171	1401
B0A54|B0A54_00124-T1	B0A54|B0A54_01384-T1	0.041328	0.672363	0.061467	199.599859	49.400141	4.326674	0.499564	1065
B0A54|B0A54_00126-T1	B0A54|B0A54_01385-T1	0.100979	0.294555	0.342819	543.514915	185.485085	2.714692	0.450696	756
B0A54|B0A54_00127-T1	B0A54|B0A54_01386-T1	0.005105	0.280952	0.018170	589.918967	139.081033	2.653682	0.173196	729
B0A54|B0A54_00128-T1	B0A54|B0A54_01387-T1	0.033361	0.366259	0.091086	1294.923212	436.076788	1.500999	0.351676	1965
B0A54|B0A54_00130-T1	B0A54|B0A54_01389-T1	0.005283	0.363315	0.014541	380.105146	63.894854	6.305442	0.170419	444
B0A54|B0A54_00131-T1	B0A54|B0A54_01390-T1	0.011702	0.318381	0.036754	301.590984	73.409016	4.892832	0.215210	429
B0A54|B0A54_00132-T1	B0A54|B0A54_01391-T1	0.025987	0.626059	0.041509	1723.360492	451.639508	2.436629	0.451777	2175
B0A54|B0A54_00133-T1	B0A54|B0A54_01392-T1	0.103124	0.348605	0.295818	842.617676	273.382324	2.785456	0.489775	1185
B0A54|B0A54_00134-T1	B0A54|B0A54_01393-T1	0.040670	0.411419	0.098852	1812.163357	554.836643	2.993641	0.382725	2367
B0A54|B0A54_00135-T1	B0A54|B0A54_01394-T1	0.013019	0.316490	0.041134	387.714328	68.285672	7.643993	0.175390	456
B0A54|B0A54_00136-T1	B0A54|B0A54_01395-T1	0.035842	0.239543	0.149628	740.552361	144.447639	1.977485	0.207270	918
B0A54|B0A54_00137-T1	B0A54|B0A54_01396-T1	0.076743	0.361411	0.212343	1011.005240	284.994760	2.306991	0.418028	1320
B0A54|B0A54_00138-T1	B0A54|B0A54_01397-T1	0.067143	0.468068	0.143447	846.494042	194.505958	1.869697	0.426161	1110
B0A54|B0A54_00139-T1	B0A54|B0A54_01398-T1	0.070806	0.454593	0.155758	2465.669950	948.330050	2.633070	0.532240	3471
B0A54|B0A54_00140-T1	B0A54|B0A54_01400-T1	0.053479	0.369602	0.144695	1069.192350	316.807650	1.664099	0.377213	1623
B0A54|B0A54_00141-T1	B0A54|B0A54_01401-T1	0.038249	0.503697	0.075937	1064.919911	330.080089	3.409014	0.445146	1485
B0A54|B0A54_00142-T1	B0A54|B0A54_01402-T1	0.040169	0.306645	0.130995	741.844487	200.155513	2.652813	0.290369	948
B0A54|B0A54_00143-T1	B0A54|B0A54_01403-T1	0.049954	0.279012	0.179039	581.089145	174.910855	7.524324	0.308849	759
B0A54|B0A54_00144-T1	B0A54|B0A54_01404-T1	0.037169	0.348394	0.106688	1034.643302	291.356698	2.097331	0.316661	1326
B0A54|B0A54_00145-T1	B0A54|B0A54_01405-T1	0.033965	0.335598	0.101207	1056.897787	419.102213	6.101355	0.358836	1476
B0A54|B0A54_00146-T1	B0A54|B0A54_01406-T1	0.035195	0.313989	0.112090	2949.412889	1046.587111	2.589991	0.324640	4770
B0A54|B0A54_00148-T1	B0A54|B0A54_01407-T1	0.003597	0.524661	0.006856	836.304489	180.695511	5.045145	0.288531	1017
B0A54|B0A54_00149-T1	B0A54|B0A54_01408-T1	0.050512	0.530745	0.095171	461.045179	168.954821	2.734242	0.537905	645
B0A54|B0A54_00150-T1	B0A54|B0A54_01409-T1	0.027121	0.258743	0.104819	600.952672	176.047328	1.704448	0.238802	780
B0A54|B0A54_00151-T1	B0A54|B0A54_01410-T1	0.027668	0.169096	0.163625	791.619308	318.380692	2.671722	0.204702	1116
B0A54|B0A54_00152-T1	B0A54|B0A54_01411-T1	0.081236	0.222663	0.364836	513.668404	233.331596	5.053018	0.376235	840
B0A54|B0A54_00153-T1	B0A54|B0A54_01412-T1	0.010703	0.464596	0.023038	611.739137	222.260863	10.889155	0.394997	1230
B0A54|B0A54_00154-T1	B0A54|B0A54_01413-T1	0.008059	0.384441	0.020962	1123.183911	325.816089	5.620936	0.278071	1449
B0A54|B0A54_00156-T1	B0A54|B0A54_01415-T1	0.043452	0.339408	0.128023	1043.667655	369.332345	3.606184	0.362428	1413
B0A54|B0A54_00157-T1	B0A54|B0A54_01416-T1	0.039056	0.388567	0.100513	2210.392955	852.607045	4.024489	0.409034	3138
B0A54|B0A54_00158-T1	B0A54|B0A54_01417-T1	0.028912	0.419689	0.068890	3016.983507	919.016493	3.367652	0.360464	4494
B0A54|B0A54_00159-T1	B0A54|B0A54_01418-T1	0.047838	0.358036	0.133611	1542.863855	362.136145	1.773963	0.320417	1905
B0A54|B0A54_00160-T1	B0A54|B0A54_01419-T1	0.017436	0.448968	0.038835	870.648617	209.351383	2.726246	0.303256	1080
B0A54|B0A54_00161-T1	B0A54|B0A54_01420-T1	0.045111	0.579440	0.077853	217.058555	85.941445	2.573380	0.589997	312
B0A54|B0A54_00162-T1	B0A54|B0A54_01421-T1	0.060551	0.154862	0.391002	172.150329	43.849671	2.530180	0.239092	297
B0A54|B0A54_00163-T1	B0A54|B0A54_01422-T1	0.040588	0.527304	0.076973	917.796418	312.203582	2.593726	0.492385	1374
B0A54|B0A54_00164-T1	B0A54|B0A54_01423-T1	0.030862	0.476347	0.064790	1400.906225	477.093775	2.699121	0.432104	1995
B0A54|B0A54_00165-T1	B0A54|B0A54_01424-T1	0.148225	0.367467	0.403371	1424.547984	567.452016	3.025660	0.632039	2007
B0A54|B0A54_00166-T1	B0A54|B0A54_01425-T1	0.064631	0.926066	0.069791	681.074041	170.925959	2.169890	0.712349	1002
B0A54|B0A54_00167-T1	B0A54|B0A54_01426-T1	0.032232	0.526353	0.061236	767.613228	294.386772	4.224294	0.507607	1230
B0A54|B0A54_00168-T1	B0A54|B0A54_01428-T1	0.122791	0.422726	0.290474	2232.051912	839.948088	3.255730	0.614397	4425
B0A54|B0A54_00169-T1	B0A54|B0A54_01429-T1	0.221770	0.543485	0.408051	571.493923	190.506077	1.509108	0.906604	996
B0A54|B0A54_00170-T1	B0A54|B0A54_01430-T1	0.084771	0.302824	0.279936	250.207353	100.792647	4.670627	0.442161	360
B0A54|B0A54_00171-T1	B0A54|B0A54_01432-T1	0.027749	0.415221	0.066828	2644.860121	832.139879	2.652986	0.361444	4263
B0A54|B0A54_00172-T1	B0A54|B0A54_01433-T1	0.064558	0.314806	0.205073	420.445080	152.554920	1.791742	0.393551	1764
B0A54|B0A54_00173-T1	B0A54|B0A54_01434-T1	0.046135	0.409858	0.112564	1510.953603	547.046397	3.228274	0.428454	3042
B0A54|B0A54_00174-T1	B0A54|B0A54_01436-T1	0.025344	0.626051	0.040482	441.868896	128.131104	5.270329	0.481132	570
B0A54|B0A54_00175-T1	B0A54|B0A54_01438-T1	0.073526	0.314024	0.234141	280.872703	67.127297	6.314739	0.359751	903
B0A54|B0A54_00177-T1	B0A54|B0A54_01439-T1	0.098763	0.368311	0.268152	1129.437179	418.562821	3.791643	0.514939	1563
B0A54|B0A54_00178-T1	B0A54|B0A54_01440-T1	0.030805	0.637262	0.048339	364.673403	82.326597	0.803097	0.427498	447
B0A54|B0A54_00179-T1	B0A54|B0A54_01441-T1	0.010095	0.433973	0.023262	1595.754574	495.245426	2.929719	0.331467	2100
B0A54|B0A54_00180-T1	B0A54|B0A54_01442-T1	0.024877	0.454178	0.054773	879.587025	233.412975	3.809230	0.344723	1170
B0A54|B0A54_00181-T1	B0A54|B0A54_01443-T1	0.007283	0.402472	0.018097	1034.995284	282.004716	2.959447	0.275712	1542
B0A54|B0A54_00182-T1	B0A54|B0A54_01444-T1	0.037466	0.397716	0.094203	1026.819411	386.180589	3.839790	0.407773	1500
B0A54|B0A54_00183-T1	B0A54|B0A54_01445-T1	0.020467	0.424837	0.048176	1238.269739	399.730261	1.946691	0.357443	1638
B0A54|B0A54_00184-T1	B0A54|B0A54_01446-T1	0.037630	0.399623	0.094164	1009.211805	322.788195	3.188080	0.376060	1419
B0A54|B0A54_00185-T1	B0A54|B0A54_01447-T1	0.004450	0.429106	0.010370	2141.517012	657.482988	2.721588	0.312604	2811
B0A54|B0A54_00186-T1	B0A54|B0A54_01448-T1	0.032593	0.387506	0.084109	1767.876901	584.123099	2.825367	0.362209	2352
B0A54|B0A54_00187-T1	B0A54|B0A54_01449-T1	0.008818	0.999933	0.008818	1026.740645	221.259355	2.241006	0.553601	1248
B0A54|B0A54_00188-T1	B0A54|B0A54_01450-T1	0.004312	0.523346	0.008239	581.478489	198.521511	8.650455	0.409241	789
B0A54|B0A54_00189-T1	B0A54|B0A54_01451-T1	0.006045	0.680376	0.008885	664.508780	97.491220	3.109667	0.276959	762
B0A54|B0A54_00190-T1	B0A54|B0A54_03960-T1	0.560484	3.954842	0.141721	659.976080	195.023920	1.519107	4.004192	903
B0A54|B0A54_00191-T1	B0A54|B0A54_02302-T1	0.040694	0.404469	0.100611	2848.679677	1018.320323	3.529175	0.409467	3882
B0A54|B0A54_00192-T1	B0A54|B0A54_02301-T1	0.035411	0.345623	0.102456	1226.121115	531.878885	6.095240	0.387796	1770
B0A54|B0A54_00193-T1	B0A54|B0A54_02300-T1	0.006063	0.262417	0.023104	662.979076	210.020924	5.904084	0.203204	873
B0A54|B0A54_00194-T1	B0A54|B0A54_02299-T1	0.198665	0.925845	0.214577	864.048246	272.951754	1.422901	1.119702	1314
B0A54|B0A54_00195-T1	B0A54|B0A54_02298-T1	0.070590	0.232643	0.303426	312.895780	107.104220	3.527483	0.335745	489
B0A54|B0A54_00196-T1	B0A54|B0A54_02296-T1	0.020905	0.630251	0.033170	558.144292	182.855708	2.911084	0.513819	1164
B0A54|B0A54_00197-T1	B0A54|B0A54_02295-T1	0.011997	0.578940	0.020722	378.164809	98.835191	2.235464	0.388406	483
B0A54|B0A54_00199-T1	B0A54|B0A54_02294-T1	0.002933	0.460496	0.006370	683.291398	237.708602	4.268084	0.363089	921
B0A54|B0A54_00200-T1	B0A54|B0A54_02293-T1	0.035678	0.385287	0.092601	780.208307	257.791693	3.273037	0.367515	1047
B0A54|B0A54_00201-T1	B0A54|B0A54_02292-T1	0.064813	0.529578	0.122387	580.322070	160.677930	1.545696	0.496778	756
B0A54|B0A54_00202-T1	B0A54|B0A54_02291-T1	0.050061	0.385682	0.129798	413.048503	126.951497	1.684185	0.386891	555
B0A54|B0A54_00203-T1	B0A54|B0A54_02290-T1	0.020503	0.400007	0.051257	1138.190825	454.809175	5.751747	0.386560	2292
B0A54|B0A54_00204-T1	B0A54|B0A54_02289-T1	0.096453	0.440321	0.219052	1942.032508	790.967492	3.803957	0.587919	2874
B0A54|B0A54_00205-T1	B0A54|B0A54_02288-T1	0.082019	0.482848	0.169866	439.049011	145.950989	1.860803	0.546065	639
B0A54|B0A54_00207-T1	B0A54|B0A54_02287-T1	0.009718	0.273811	0.035492	1036.443511	346.556489	4.119979	0.227686	1383
B0A54|B0A54_00208-T1	B0A54|B0A54_02286-T1	0.029753	0.354628	0.083900	2092.038507	685.961493	2.355041	0.329920	2781
B0A54|B0A54_00210-T1	B0A54|B0A54_02284-T1	0.052270	0.489141	0.106861	1123.007456	406.992544	4.864156	0.505444	1533
B0A54|B0A54_00211-T1	B0A54|B0A54_02283-T1	0.102063	0.268352	0.380332	436.454666	163.545334	3.872437	0.442168	606
B0A54|B0A54_00212-T1	B0A54|B0A54_02282-T1	0.043977	0.197116	0.223103	433.552921	196.447079	2.881887	0.275187	642
B0A54|B0A54_00213-T1	B0A54|B0A54_02281-T1	0.051108	0.190531	0.268243	429.368020	149.631980	3.400242	0.261419	681
B0A54|B0A54_00214-T1	B0A54|B0A54_02280-T1	0.019358	0.311714	0.062102	866.376490	288.623510	11.022181	0.277245	1278
B0A54|B0A54_00215-T1	B0A54|B0A54_02279-T1	0.061570	0.202630	0.303852	1264.892295	358.107705	2.580808	0.278081	1911
B0A54|B0A54_00216-T1	B0A54|B0A54_02278-T1	0.232355	0.764536	0.303916	268.796612	94.203388	4.349014	1.111388	363
B0A54|B0A54_00217-T1	B0A54|B0A54_02277-T1	0.021625	0.632331	0.034200	1040.019429	177.980571	1.117885	0.332595	1311
B0A54|B0A54_00218-T1	B0A54|B0A54_02276-T1	0.038080	0.604547	0.062990	1189.754262	346.245738	2.003381	0.497320	1596
B0A54|B0A54_00219-T1	B0A54|B0A54_02275-T1	0.030269	0.471867	0.064148	1278.465714	272.534286	1.474478	0.323594	1569
